goterms	description	ontology	search_term
GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	biological_process	apoptosis
GO:1903297	regulation of hypoxia-induced intrinsic apoptotic signaling pathway	biological_process	apoptosis
GO:1904649	regulation of fat cell apoptotic process	biological_process	apoptosis
GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	biological_process	apoptosis
GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	biological_process	apoptosis
GO:0061296	negative regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis	biological_process	apoptosis
GO:0061297	positive regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis	biological_process	apoptosis
GO:0036481	intrinsic apoptotic signaling pathway in response to hydrogen peroxide	biological_process	apoptosis
GO:0072306	positive regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis	biological_process	apoptosis
GO:0072305	negative regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis	biological_process	apoptosis
GO:0043066	negative regulation of apoptotic process	biological_process	apoptosis
GO:0045476	nurse cell apoptotic process	biological_process	apoptosis
GO:0006309	apoptotic DNA fragmentation	biological_process	apoptosis
GO:1902250	regulation of erythrocyte apoptotic process	biological_process	apoptosis
GO:1902253	regulation of intrinsic apoptotic signaling pathway by p53 class mediator	biological_process	apoptosis
GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	biological_process	apoptosis
GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	biological_process	apoptosis
GO:1903121	regulation of TRAIL-activated apoptotic signaling pathway	biological_process	apoptosis
GO:0070230	positive regulation of lymphocyte apoptotic process	biological_process	apoptosis
GO:0033031	positive regulation of neutrophil apoptotic process	biological_process	apoptosis
GO:0002903	negative regulation of B cell apoptotic process	biological_process	apoptosis
GO:0034351	negative regulation of glial cell apoptotic process	biological_process	apoptosis
GO:0036483	neuron intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	biological_process	apoptosis
GO:0070238	activated T cell autonomous cell death	biological_process	apoptosis
GO:0033033	negative regulation of myeloid cell apoptotic process	biological_process	apoptosis
GO:0033026	negative regulation of mast cell apoptotic process	biological_process	apoptosis
GO:0045849	negative regulation of nurse cell apoptotic process	biological_process	apoptosis
GO:1904633	regulation of podocyte apoptotic process	biological_process	apoptosis
GO:0070244	negative regulation of thymocyte apoptotic process	biological_process	apoptosis
GO:0070232	regulation of T cell apoptotic process	biological_process	apoptosis
GO:1902482	regulatory T cell apoptotic process	biological_process	apoptosis
GO:0006925	inflammatory cell apoptotic process	biological_process	apoptosis
GO:0072577	endothelial cell apoptotic process	biological_process	apoptosis
GO:1905459	regulation of vascular associated smooth muscle cell apoptotic process	biological_process	apoptosis
GO:0043524	negative regulation of neuron apoptotic process	biological_process	apoptosis
GO:0002904	positive regulation of B cell apoptotic process	biological_process	apoptosis
GO:0002906	negative regulation of mature B cell apoptotic process	biological_process	apoptosis
GO:0034352	positive regulation of glial cell apoptotic process	biological_process	apoptosis
GO:0036482	neuron intrinsic apoptotic signaling pathway in response to hydrogen peroxide	biological_process	apoptosis
GO:1903750	regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide	biological_process	apoptosis
GO:0033034	positive regulation of myeloid cell apoptotic process	biological_process	apoptosis
GO:0033027	positive regulation of mast cell apoptotic process	biological_process	apoptosis
GO:0045850	positive regulation of nurse cell apoptotic process	biological_process	apoptosis
GO:0003296	apoptotic process involved in atrial ventricular junction remodeling	biological_process	apoptosis
GO:0010667	negative regulation of cardiac muscle cell apoptotic process	biological_process	apoptosis
GO:0010664	negative regulation of striated muscle cell apoptotic process	biological_process	apoptosis
GO:0034390	smooth muscle cell apoptotic process	biological_process	apoptosis
GO:0043525	positive regulation of neuron apoptotic process	biological_process	apoptosis
GO:0070245	positive regulation of thymocyte apoptotic process	biological_process	apoptosis
GO:0044336	canonical Wnt signaling pathway involved in negative regulation of apoptotic process	biological_process	apoptosis
GO:1903376	regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway	biological_process	apoptosis
GO:1902483	cytotoxic T cell pyroptotic process	biological_process	apoptosis
GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	biological_process	apoptosis
GO:0071839	apoptotic process in bone marrow cell	biological_process	apoptosis
GO:0034392	negative regulation of smooth muscle cell apoptotic process	biological_process	apoptosis
GO:1902510	regulation of apoptotic DNA fragmentation	biological_process	apoptosis
GO:1903381	regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway	biological_process	apoptosis
GO:0002907	positive regulation of mature B cell apoptotic process	biological_process	apoptosis
GO:0070248	negative regulation of natural killer cell apoptotic process	biological_process	apoptosis
GO:0070239	regulation of activated T cell autonomous cell death	biological_process	apoptosis
GO:0043523	regulation of neuron apoptotic process	biological_process	apoptosis
GO:2000351	regulation of endothelial cell apoptotic process	biological_process	apoptosis
GO:1902174	positive regulation of keratinocyte apoptotic process	biological_process	apoptosis
GO:1902173	negative regulation of keratinocyte apoptotic process	biological_process	apoptosis
GO:0034393	positive regulation of smooth muscle cell apoptotic process	biological_process	apoptosis
GO:1900142	negative regulation of oligodendrocyte apoptotic process	biological_process	apoptosis
GO:1900143	positive regulation of oligodendrocyte apoptotic process	biological_process	apoptosis
GO:1903944	negative regulation of hepatocyte apoptotic process	biological_process	apoptosis
GO:1903945	positive regulation of hepatocyte apoptotic process	biological_process	apoptosis
GO:0070249	positive regulation of natural killer cell apoptotic process	biological_process	apoptosis
GO:0001913	T cell mediated cytotoxicity	biological_process	apoptosis
GO:0044337	canonical Wnt signaling pathway involved in positive regulation of apoptotic process	biological_process	apoptosis
GO:1900212	negative regulation of mesenchymal cell apoptotic process involved in metanephros development	biological_process	apoptosis
GO:1900213	positive regulation of mesenchymal cell apoptotic process involved in metanephros development	biological_process	apoptosis
GO:0034349	glial cell apoptotic process	biological_process	apoptosis
GO:0051402	neuron apoptotic process	biological_process	apoptosis
GO:2000353	positive regulation of endothelial cell apoptotic process	biological_process	apoptosis
GO:2000352	negative regulation of endothelial cell apoptotic process	biological_process	apoptosis
GO:0006915	apoptotic process	biological_process	apoptosis
GO:1905398	activated CD4-positive, alpha-beta T cell apoptotic process	biological_process	apoptosis
GO:1905397	activated CD8-positive, alpha-beta T cell apoptotic process	biological_process	apoptosis
GO:0070233	negative regulation of T cell apoptotic process	biological_process	apoptosis
GO:1902263	apoptotic process involved in embryonic digit morphogenesis	biological_process	apoptosis
GO:1903383	regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway	biological_process	apoptosis
